la,total1864noservices,total1864,total65noservices,total65,year,la_clean,lacode_string_orig,total_requests,total_noservices,noservices_percent,noservices_1864_perc,noservices_65_perc,imd19_extent,idaopi19_avgscore,health19_avgscore,imd15_avgscore,imd15_extent,idaopi15_avgscore,health15_avgscore
Sunderland,1600,3645,3405,10615,2019,Sunderland,E08000024,14260,5005,35.098175,43.895748,32.077248,.396,.21699999,.82800001,29.725,.3725,.24699999,1.007
Sunderland,1580,3390,2825,9000,2020,Sunderland,E08000024,12390,4405,35.552864,46.60767,31.388889,.396,.21699999,.82800001,29.725,.3725,.24699999,1.007
Sunderland,1720,3690,3425,10495,2021,Sunderland,E08000024,14185,5145,36.27071,46.612465,32.634586,.396,.21699999,.82800001,29.725,.3725,.24699999,1.007
Sunderland,1665,3810,3830,11430,2022,Sunderland,E08000024,15240,5495,36.056431,43.700787,33.508312,.396,.21699999,.82800001,29.725,.3725,.24699999,1.007
Sunderland,1595,3960,3140,10880,2023,Sunderland,E08000024,14840,4735,31.907007,40.277779,28.860294,.396,.21699999,.82800001,29.725,.3725,.24699999,1.007
Birmingham,3480,11530,7350,24195,2014,Birmingham,E08000025,35725,10830,30.314905,30.182133,30.378178,.57920003,.25799999,.67000002,37.768002,.55769998,.28200001,.57099998
Birmingham,4500,12220,5840,22965,2015,Birmingham,E08000025,35185,10340,29.387524,36.824879,25.430002,.57920003,.25799999,.67000002,37.768002,.55769998,.28200001,.57099998
Birmingham,3865,11440,4175,21025,2016,Birmingham,E08000025,32465,8040,24.765131,33.784966,19.857313,.57920003,.25799999,.67000002,37.768002,.55769998,.28200001,.57099998
Birmingham,3765,12335,4080,21980,2017,Birmingham,E08000025,34315,7845,22.861723,30.522902,18.56233,.57920003,.25799999,.67000002,37.768002,.55769998,.28200001,.57099998
Birmingham,3935,12565,4335,22280,2018,Birmingham,E08000025,34845,8270,23.733677,31.31715,19.456911,.57920003,.25799999,.67000002,37.768002,.55769998,.28200001,.57099998
Birmingham,3175,13590,3905,23115,2019,Birmingham,E08000025,36705,7080,19.288925,23.362766,16.893791,.57920003,.25799999,.67000002,37.768002,.55769998,.28200001,.57099998
Birmingham,4470,15100,5450,22505,2020,Birmingham,E08000025,37605,9920,26.379471,29.60265,24.216841,.57920003,.25799999,.67000002,37.768002,.55769998,.28200001,.57099998
Birmingham,4970,14580,5555,21600,2021,Birmingham,E08000025,36180,10525,29.090658,34.087791,25.717592,.57920003,.25799999,.67000002,37.768002,.55769998,.28200001,.57099998
Birmingham,815,14410,730,22555,2022,Birmingham,E08000025,36965,1545,4.1796293,5.6557946,3.2365329,.57920003,.25799999,.67000002,37.768002,.55769998,.28200001,.57099998
Birmingham,720,15630,680,22155,2023,Birmingham,E08000025,37785,1400,3.705174,4.6065259,3.0692847,.57920003,.25799999,.67000002,37.768002,.55769998,.28200001,.57099998
Coventry,1110,3555,2465,6195,2014,Coventry,E08000026,9750,3575,36.666668,31.223629,39.790154,.2669,.19,.36700001,28.107,.31889999,.22,.55000001
Coventry,1000,2725,2730,6570,2015,Coventry,E08000026,9295,3730,40.129101,36.697247,41.552513,.2669,.19,.36700001,28.107,.31889999,.22,.55000001
Coventry,650,2950,1615,6740,2016,Coventry,E08000026,9690,2265,23.374613,22.033897,23.961424,.2669,.19,.36700001,28.107,.31889999,.22,.55000001
Coventry,555,2950,2760,7340,2017,Coventry,E08000026,10290,3315,32.215744,18.813559,37.60218,.2669,.19,.36700001,28.107,.31889999,.22,.55000001
Coventry,1475,3705,2945,6660,2018,Coventry,E08000026,10365,4420,42.643513,39.811066,44.219219,.2669,.19,.36700001,28.107,.31889999,.22,.55000001
Coventry,865,3030,2415,7400,2019,Coventry,E08000026,10430,3280,31.447746,28.547855,32.635136,.2669,.19,.36700001,28.107,.31889999,.22,.55000001
Coventry,680,2990,1410,6875,2020,Coventry,E08000026,9865,2090,21.18601,22.742476,20.50909,.2669,.19,.36700001,28.107,.31889999,.22,.55000001
Coventry,870,3390,1665,7040,2021,Coventry,E08000026,10430,2535,24.30489,25.663717,23.650568,.2669,.19,.36700001,28.107,.31889999,.22,.55000001
Coventry,395,2825,1045,7945,2022,Coventry,E08000026,10770,1440,13.370474,13.982301,13.152926,.2669,.19,.36700001,28.107,.31889999,.22,.55000001
Coventry,395,2770,1070,8010,2023,Coventry,E08000026,10780,1465,13.589981,14.259928,13.358302,.2669,.19,.36700001,28.107,.31889999,.22,.55000001
Dudley,3200,6510,3820,15840,2014,Dudley,E08000027,22350,7020,31.409395,49.155148,24.116161,.27079999,.162,.287,22.958,.23289999,.186,.145
Dudley,2825,5840,2945,14030,2015,Dudley,E08000027,19870,5770,29.038752,48.373287,20.990734,.27079999,.162,.287,22.958,.23289999,.186,.145
Dudley,1825,4895,3050,14555,2016,Dudley,E08000027,19450,4875,25.064268,37.28294,20.954998,.27079999,.162,.287,22.958,.23289999,.186,.145
Dudley,1845,4975,3005,14640,2017,Dudley,E08000027,19615,4850,24.725975,37.085426,20.525957,.27079999,.162,.287,22.958,.23289999,.186,.145
Dudley,1730,4450,3675,14035,2018,Dudley,E08000027,18485,5405,29.239923,38.876404,26.184538,.27079999,.162,.287,22.958,.23289999,.186,.145
Dudley,1485,4525,2500,14645,2019,Dudley,E08000027,19170,3985,20.787689,32.81768,17.070673,.27079999,.162,.287,22.958,.23289999,.186,.145
Dudley,2005,4770,4480,15590,2020,Dudley,E08000027,20360,6485,31.851669,42.033543,28.73637,.27079999,.162,.287,22.958,.23289999,.186,.145
Dudley,1230,4945,3025,15805,2021,Dudley,E08000027,20750,4255,20.506023,24.87361,19.139513,.27079999,.162,.287,22.958,.23289999,.186,.145
Dudley,740,5105,1610,15910,2022,Dudley,E08000027,21015,2350,11.182488,14.495592,10.119422,.27079999,.162,.287,22.958,.23289999,.186,.145
Dudley,155,6065,380,14375,2023,Dudley,E08000027,20440,535,2.6174169,2.5556471,2.6434782,.27079999,.162,.287,22.958,.23289999,.186,.145
Sandwell,1165,4655,1635,8765,2014,Sandwell,E08000028,13420,2800,20.864382,25.026854,18.653736,.53490001,.25999999,.70499998,34.613998,.51609999,.292,.68800002
Sandwell,665,3585,1520,9635,2015,Sandwell,E08000028,13220,2185,16.527988,18.549511,15.775817,.53490001,.25999999,.70499998,34.613998,.51609999,.292,.68800002
Sandwell,805,3415,1720,9735,2016,Sandwell,E08000028,13150,2525,19.201521,23.572474,17.668207,.53490001,.25999999,.70499998,34.613998,.51609999,.292,.68800002
Sandwell,695,3600,2015,9865,2017,Sandwell,E08000028,13465,2710,20.126253,19.305555,20.425747,.53490001,.25999999,.70499998,34.613998,.51609999,.292,.68800002
Sandwell,305,1550,1315,5175,2018,Sandwell,E08000028,6725,1620,24.08922,19.67742,25.410627,.53490001,.25999999,.70499998,34.613998,.51609999,.292,.68800002
Sandwell,230,2185,665,5425,2019,Sandwell,E08000028,7610,895,11.760841,10.526316,12.258064,.53490001,.25999999,.70499998,34.613998,.51609999,.292,.68800002
Sandwell,405,2065,590,4705,2020,Sandwell,E08000028,6770,995,14.697193,19.612591,12.539851,.53490001,.25999999,.70499998,34.613998,.51609999,.292,.68800002
Sandwell,340,2210,415,4990,2021,Sandwell,E08000028,7200,755,10.486111,15.384615,8.3166332,.53490001,.25999999,.70499998,34.613998,.51609999,.292,.68800002
Sandwell,175,2400,590,5865,2022,Sandwell,E08000028,8265,765,9.2558985,7.2916665,10.059676,.53490001,.25999999,.70499998,34.613998,.51609999,.292,.68800002
Sandwell,1395,5145,1565,8505,2023,Sandwell,E08000028,13650,2960,21.684982,27.113703,18.40094,.53490001,.25999999,.70499998,34.613998,.51609999,.292,.68800002
Solihull,360,1105,1475,4420,2014,Solihull,E08000029,5525,1835,33.212669,32.579185,33.37104,.1708,.111,-.25600001,17.238001,.17110001,.13,-.484
Solihull,360,955,1725,4415,2015,Solihull,E08000029,5370,2085,38.826817,37.696335,39.071346,.1708,.111,-.25600001,17.238001,.17110001,.13,-.484
Solihull3,260,1035,1250,4250,2016,Solihull,E08000029,5285,1510,28.571428,25.120773,29.411764,.1708,.111,-.25600001,17.238001,.17110001,.13,-.484
Solihull,240,980,1135,3865,2017,Solihull,E08000029,4845,1375,28.379772,24.489796,29.366106,.1708,.111,-.25600001,17.238001,.17110001,.13,-.484
Solihull,310,1075,1140,4000,2018,Solihull,E08000029,5075,1450,28.571428,28.83721,28.5,.1708,.111,-.25600001,17.238001,.17110001,.13,-.484
Solihull,610,995,2455,4265,2019,Solihull,E08000029,5260,3065,58.269962,61.306534,57.561546,.1708,.111,-.25600001,17.238001,.17110001,.13,-.484
Solihull,485,835,1660,3620,2020,Solihull,E08000029,4455,2145,48.148148,58.083832,45.856354,.1708,.111,-.25600001,17.238001,.17110001,.13,-.484
Solihull,590,945,2130,4110,2021,Solihull,E08000029,5055,2720,53.808109,62.433861,51.824818,.1708,.111,-.25600001,17.238001,.17110001,.13,-.484
Solihull,715,1230,2250,4655,2022,Solihull,E08000029,5885,2965,50.382328,58.130081,48.335125,.1708,.111,-.25600001,17.238001,.17110001,.13,-.484
Solihull,710,1285,2150,5070,2023,Solihull,E08000029,6355,2860,45.003933,55.252918,42.406311,.1708,.111,-.25600001,17.238001,.17110001,.13,-.484
Walsall,740,3695,2255,11220,2014,Walsall,E08000030,14915,2995,20.080456,20.027063,20.09804,.4844,.212,.56199998,30.370001,.44769999,.237,.41999999
Walsall,140,2175,480,6960,2015,Walsall,E08000030,9135,620,6.7870827,6.4367814,6.8965516,.4844,.212,.56199998,30.370001,.44769999,.237,.41999999
Walsall,365,2030,1220,7255,2016,Walsall,E08000030,9285,1585,17.070543,17.980295,16.815989,.4844,.212,.56199998,30.370001,.44769999,.237,.41999999
Walsall,635,2030,2095,7770,2017,Walsall,E08000030,9800,2730,27.857143,31.280788,26.962677,.4844,.212,.56199998,30.370001,.44769999,.237,.41999999
Walsall,735,2070,2545,7735,2018,Walsall,E08000030,9805,3280,33.45232,35.507248,32.902393,.4844,.212,.56199998,30.370001,.44769999,.237,.41999999
Walsall,825,2820,2350,8385,2019,Walsall,E08000030,11205,3175,28.335564,29.25532,28.026237,.4844,.212,.56199998,30.370001,.44769999,.237,.41999999
Walsall,860,2655,2435,8130,2020,Walsall,E08000030,10785,3295,30.551693,32.391712,29.9508,.4844,.212,.56199998,30.370001,.44769999,.237,.41999999
Walsall,770,2935,2450,8840,2021,Walsall,E08000030,11775,3220,27.346071,26.235094,27.714931,.4844,.212,.56199998,30.370001,.44769999,.237,.41999999
Walsall,935,3145,3125,10195,2022,Walsall,E08000030,13340,4060,30.434782,29.729731,30.652281,.4844,.212,.56199998,30.370001,.44769999,.237,.41999999
Walsall,1055,2850,3765,9320,2023,Walsall,E08000030,12170,4820,39.605587,37.017544,40.396996,.4844,.212,.56199998,30.370001,.44769999,.237,.41999999
Wolverhampton,1900,3240,3905,8015,2014,Wolverhampton,E08000031,11255,5805,51.577076,58.641975,48.721149,.48280001,.22499999,.60699999,33.182999,.4921,.25,.53799999
Wolverhampton,1780,2730,3640,6840,2015,Wolverhampton,E08000031,9570,5420,56.635319,65.201462,53.216373,.48280001,.22499999,.60699999,33.182999,.4921,.25,.53799999
Wolverhampton,1830,2645,3830,6795,2016,Wolverhampton,E08000031,9440,5660,59.957626,69.187149,56.364975,.48280001,.22499999,.60699999,33.182999,.4921,.25,.53799999
Wolverhampton,240,1950,190,4220,2017,Wolverhampton,E08000031,6170,430,6.9692059,12.307693,4.5023699,.48280001,.22499999,.60699999,33.182999,.4921,.25,.53799999
Wolverhampton,620,1915,630,3770,2018,Wolverhampton,E08000031,5685,1250,21.987686,32.37598,16.710875,.48280001,.22499999,.60699999,33.182999,.4921,.25,.53799999
Wolverhampton,10,1640,105,4240,2019,Wolverhampton,E08000031,5880,115,1.9557823,.60975611,2.4764152,.48280001,.22499999,.60699999,33.182999,.4921,.25,.53799999
Wolverhampton,,1905,10,4365,2020,Wolverhampton,E08000031,6270,,,,.22909507,.48280001,.22499999,.60699999,33.182999,.4921,.25,.53799999
Wolverhampton,,2110,15,4325,2021,Wolverhampton,E08000031,6435,,,,.3468208,.48280001,.22499999,.60699999,33.182999,.4921,.25,.53799999
Wolverhampton,20,2455,15,4755,2022,Wolverhampton,E08000031,7210,35,.48543689,.81466395,.3154574,.48280001,.22499999,.60699999,33.182999,.4921,.25,.53799999
Wolverhampton,810,2425,995,4990,2023,Wolverhampton,E08000031,7415,1805,24.342548,33.402061,19.93988,.48280001,.22499999,.60699999,33.182999,.4921,.25,.53799999
Bradford,0,8275,0,21040,2014,Bradford,E08000032,29315,0,0,0,0,.49810001,.208,.63200003,33.167999,.44980001,.227,.63599998
Bradford,0,6805,0,24700,2015,Bradford,E08000032,31505,0,0,0,0,.49810001,.208,.63200003,33.167999,.44980001,.227,.63599998
Bradford,,3260,10,8440,2016,Bradford,E08000032,11700,,,,.11848341,.49810001,.208,.63200003,33.167999,.44980001,.227,.63599998
Bradford,,9765,,29295,2017,Bradford,E08000032,39060,,,,,.49810001,.208,.63200003,33.167999,.44980001,.227,.63599998
Bradford,,14185,,51660,2018,Bradford,E08000032,65845,,,,,.49810001,.208,.63200003,33.167999,.44980001,.227,.63599998
Bradford,495,6980,1125,26440,2019,Bradford,E08000032,33420,1620,4.8473969,7.0916905,4.2549167,.49810001,.208,.63200003,33.167999,.44980001,.227,.63599998
Bradford,595,5935,1630,25115,2020,Bradford,E08000032,31050,2225,7.1658616,10.025273,6.4901452,.49810001,.208,.63200003,33.167999,.44980001,.227,.63599998
Bradford,800,6875,1535,29105,2021,Bradford,E08000032,35980,2335,6.4897165,11.636364,5.2740078,.49810001,.208,.63200003,33.167999,.44980001,.227,.63599998
Bradford,1130,6810,1760,26045,2022,Bradford,E08000032,32855,2890,8.7962255,16.593245,6.757535,.49810001,.208,.63200003,33.167999,.44980001,.227,.63599998
Bradford,1170,9835,1200,24180,2023,Bradford,E08000032,34015,2370,6.9675145,11.896289,4.962779,.49810001,.208,.63200003,33.167999,.44980001,.227,.63599998
Calderdale,0,6450,0,24515,2014,Calderdale,E08000033,30965,0,0,0,0,.2929,.14,.264,24.607,.25049999,.164,.29300001
Calderdale,0,7320,0,29235,2015,Calderdale,E08000033,36555,0,0,0,0,.2929,.14,.264,24.607,.25049999,.164,.29300001
Calderdale,,7590,,30175,2016,Calderdale,E08000033,37765,,,,,.2929,.14,.264,24.607,.25049999,.164,.29300001
Calderdale,,7065,,29610,2017,Calderdale,E08000033,36675,,,,,.2929,.14,.264,24.607,.25049999,.164,.29300001
Calderdale,,7305,,28260,2018,Calderdale,E08000033,35565,,,,,.2929,.14,.264,24.607,.25049999,.164,.29300001
Calderdale,,3655,,12705,2019,Calderdale,E08000033,16360,,,,,.2929,.14,.264,24.607,.25049999,.164,.29300001
Calderdale,,2665,,9890,2020,Calderdale,E08000033,12555,,,,,.2929,.14,.264,24.607,.25049999,.164,.29300001
Calderdale,,3535,,12985,2021,Calderdale,E08000033,16520,,,,,.2929,.14,.264,24.607,.25049999,.164,.29300001
Calderdale,,2990,,11230,2022,Calderdale,E08000033,14220,,,,,.2929,.14,.264,24.607,.25049999,.164,.29300001
Calderdale,2095,3835,5415,12215,2023,Calderdale,E08000033,16050,7510,46.791279,54.628422,44.330742,.2929,.14,.264,24.607,.25049999,.164,.29300001
Kirklees,220,5825,700,10430,2014,Kirklees,E08000034,16255,920,5.6597972,3.776824,6.7114096,.2938,.149,.16599999,23.964001,.25139999,.17,.204
Kirklees,1665,4775,1350,9925,2015,Kirklees,E08000034,14700,3015,20.510204,34.86911,13.602015,.2938,.149,.16599999,23.964001,.25139999,.17,.204
Kirklees,1665,4645,1350,9625,2016,Kirklees,E08000034,14270,3015,21.128241,35.844994,14.025974,.2938,.149,.16599999,23.964001,.25139999,.17,.204
Kirklees,1705,4680,1350,9585,2017,Kirklees,E08000034,14265,3055,21.416054,36.431625,14.084507,.2938,.149,.16599999,23.964001,.25139999,.17,.204
Kirklees,500,4345,835,8930,2018,Kirklees,E08000034,13275,1335,10.056498,11.50748,9.3505039,.2938,.149,.16599999,23.964001,.25139999,.17,.204
Kirklees,500,4345,835,8930,2019,Kirklees,E08000034,13275,1335,10.056498,11.50748,9.3505039,.2938,.149,.16599999,23.964001,.25139999,.17,.204
Kirklees,35,5365,155,10810,2020,Kirklees,E08000034,16175,190,1.1746522,.65237653,1.4338576,.2938,.149,.16599999,23.964001,.25139999,.17,.204
Kirklees,340,4615,280,8845,2021,Kirklees,E08000034,13460,620,4.6062407,7.3672805,3.1656303,.2938,.149,.16599999,23.964001,.25139999,.17,.204
Kirklees,20,4190,195,9065,2022,Kirklees,E08000034,13255,215,1.6220294,.47732696,2.1511307,.2938,.149,.16599999,23.964001,.25139999,.17,.204
Kirklees,25,4080,165,8965,2023,Kirklees,E08000034,13045,190,1.4564967,.61274511,1.8404908,.2938,.149,.16599999,23.964001,.25139999,.17,.204
Leeds,1645,9755,3580,22495,2014,Leeds,E08000035,32250,5225,16.20155,16.863148,15.914648,.32839999,.156,.41499999,26.622999,.31349999,.18000001,.435
Leeds,3840,8855,7390,18870,2015,Leeds,E08000035,27725,11230,40.504959,43.36533,39.162693,.32839999,.156,.41499999,26.622999,.31349999,.18000001,.435
Leeds,4285,9100,7515,19055,2016,Leeds,E08000035,28155,11800,41.910851,47.087914,39.438469,.32839999,.156,.41499999,26.622999,.31349999,.18000001,.435
Leeds,4385,10235,7240,21485,2017,Leeds,E08000035,31720,11625,36.648804,42.843185,33.697929,.32839999,.156,.41499999,26.622999,.31349999,.18000001,.435
Leeds,2110,7845,5660,21025,2018,Leeds,E08000035,28870,7770,26.913752,26.896112,26.920334,.32839999,.156,.41499999,26.622999,.31349999,.18000001,.435
Leeds,2910,10280,7450,27555,2019,Leeds,E08000035,37835,10360,27.382053,28.307392,27.036835,.32839999,.156,.41499999,26.622999,.31349999,.18000001,.435
Leeds,3010,8980,7175,22470,2020,Leeds,E08000035,31450,10185,32.384739,33.518932,31.931463,.32839999,.156,.41499999,26.622999,.31349999,.18000001,.435
Leeds,2340,8350,5940,22290,2021,Leeds,E08000035,30640,8280,27.023499,28.023952,26.648722,.32839999,.156,.41499999,26.622999,.31349999,.18000001,.435
Leeds,2330,8930,5830,22895,2022,Leeds,E08000035,31825,8160,25.640221,26.091825,25.464075,.32839999,.156,.41499999,26.622999,.31349999,.18000001,.435
Leeds,2230,10580,4255,23405,2023,Leeds,E08000035,33985,6485,19.081947,21.077505,18.179876,.32839999,.156,.41499999,26.622999,.31349999,.18000001,.435
Wakefield,450,5600,1870,14160,2014,Wakefield,E08000036,19760,2320,11.740891,8.0357141,13.206215,.32480001,.145,.53899997,26.892,.30809999,.169,.65499997
Wakefield,420,5490,1245,13565,2015,Wakefield,E08000036,19055,1665,8.7378645,7.6502733,9.1780319,.32480001,.145,.53899997,26.892,.30809999,.169,.65499997
Wakefield,415,6120,1270,18685,2016,Wakefield,E08000036,24805,1685,6.7929854,6.7810459,6.796896,.32480001,.145,.53899997,26.892,.30809999,.169,.65499997
Wakefield,180,5885,785,16400,2017,Wakefield,E08000036,22285,965,4.330267,3.0586236,4.7865853,.32480001,.145,.53899997,26.892,.30809999,.169,.65499997
Wakefield,390,6170,745,16620,2018,Wakefield,E08000036,22790,1135,4.9802547,6.3209076,4.4825511,.32480001,.145,.53899997,26.892,.30809999,.169,.65499997
Wakefield,410,5640,625,13870,2019,Wakefield,E08000036,19510,1035,5.3049717,7.2695036,4.5061283,.32480001,.145,.53899997,26.892,.30809999,.169,.65499997
Wakefield,585,4785,660,13990,2020,Wakefield,E08000036,18775,1245,6.6311584,12.225705,4.7176557,.32480001,.145,.53899997,26.892,.30809999,.169,.65499997
Wakefield,555,5735,825,13555,2021,Wakefield,E08000036,19290,1380,7.153966,9.6774197,6.0863152,.32480001,.145,.53899997,26.892,.30809999,.169,.65499997
Wakefield,675,2900,1055,9485,2022,Wakefield,E08000036,12385,1730,13.968511,23.275862,11.122826,.32480001,.145,.53899997,26.892,.30809999,.169,.65499997
Wakefield,955,3455,1955,11060,2023,Wakefield,E08000036,14515,2910,20.048225,27.6411,17.676311,.32480001,.145,.53899997,26.892,.30809999,.169,.65499997
Gateshead,405,1425,1170,5130,2014,Gateshead,E08000037,6555,1575,24.02746,28.421053,22.807018,.33970001,.19400001,.824,25.931999,.2735,.221,.77899998
Gateshead,295,1515,875,5050,2015,Gateshead,E08000037,6565,1170,17.821783,19.471947,17.326733,.33970001,.19400001,.824,25.931999,.2735,.221,.77899998
Gateshead3,205,1370,715,4175,2016,Gateshead,E08000037,5545,920,16.591524,14.963504,17.125748,.33970001,.19400001,.824,25.931999,.2735,.221,.77899998
Gateshead,220,1285,790,4790,2017,Gateshead,E08000037,6075,1010,16.625515,17.120623,16.492693,.33970001,.19400001,.824,25.931999,.2735,.221,.77899998
Gateshead,285,1590,665,5020,2018,Gateshead,E08000037,6610,950,14.372164,17.924528,13.247012,.33970001,.19400001,.824,25.931999,.2735,.221,.77899998
Gateshead,305,1650,920,5455,2019,Gateshead,E08000037,7105,1225,17.241379,18.484848,16.865261,.33970001,.19400001,.824,25.931999,.2735,.221,.77899998
Gateshead,415,1555,1910,6470,2020,Gateshead,E08000037,8025,2325,28.971962,26.688103,29.520866,.33970001,.19400001,.824,25.931999,.2735,.221,.77899998
Gateshead,590,1715,1745,5730,2021,Gateshead,E08000037,7445,2335,31.363331,34.402332,30.453753,.33970001,.19400001,.824,25.931999,.2735,.221,.77899998
Gateshead,540,1710,1905,6335,2022,Gateshead,E08000037,8045,2445,30.391548,31.578947,30.071033,.33970001,.19400001,.824,25.931999,.2735,.221,.77899998
Gateshead,650,1500,1735,5030,2023,Gateshead,E08000037,6530,2385,36.523735,43.333332,34.493042,.33970001,.19400001,.824,25.931999,.2735,.221,.77899998
City of London,15,30,35,100,2014,CityofLondon,E09000001,130,50,38.46154,50,35,.032200001,.082999997,-.68599999,13.602,0,.092,-.85500002
City of London,10,35,30,100,2015,CityofLondon,E09000001,135,40,29.629629,28.571428,30,.032200001,.082999997,-.68599999,13.602,0,.092,-.85500002
City of London,10,40,25,100,2016,CityofLondon,E09000001,140,35,25,25,25,.032200001,.082999997,-.68599999,13.602,0,.092,-.85500002
City of London,,30,10,105,2017,CityofLondon,E09000001,135,,,,9.5238094,.032200001,.082999997,-.68599999,13.602,0,.092,-.85500002
City of London,10,45,5,110,2018,CityofLondon,E09000001,155,15,9.6774197,22.222221,4.5454545,.032200001,.082999997,-.68599999,13.602,0,.092,-.85500002
City of London,,35,,95,2019,CityofLondon,E09000001,130,,,,,.032200001,.082999997,-.68599999,13.602,0,.092,-.85500002
City of London,,45,15,125,2020,CityofLondon,E09000001,170,,,,12,.032200001,.082999997,-.68599999,13.602,0,.092,-.85500002
City of London,,45,,120,2021,CityofLondon,E09000001,165,,,,,.032200001,.082999997,-.68599999,13.602,0,.092,-.85500002
City of London,5,50,15,105,2022,CityofLondon,E09000001,155,20,12.903226,10,14.285714,.032200001,.082999997,-.68599999,13.602,0,.092,-.85500002
City of London,0,25,0,55,2023,CityofLondon,E09000001,80,0,0,0,0,.032200001,.082999997,-.68599999,13.602,0,.092,-.85500002
Barking and Dagenham,125,1890,210,3400,2014,BarkingandDagenham,E09000002,5290,335,6.3327031,6.6137567,6.1764708,.47240001,.26100001,.204,34.634998,.52710003,.27900001,.373
Barking and Dagenham,140,2210,150,3810,2015,BarkingandDagenham,E09000002,6020,290,4.8172755,6.3348417,3.9370079,.47240001,.26100001,.204,34.634998,.52710003,.27900001,.373
Barking and Dagenham,125,2325,125,3985,2016,BarkingandDagenham,E09000002,6310,250,3.9619651,5.3763442,3.1367629,.47240001,.26100001,.204,34.634998,.52710003,.27900001,.373
Barking and Dagenham2,85,2240,60,3810,2017,BarkingandDagenham,E09000002,6050,145,2.3966942,3.7946429,1.5748031,.47240001,.26100001,.204,34.634998,.52710003,.27900001,.373
Barking and Dagenham2,3780,6205,2845,6320,2018,BarkingandDagenham,E09000002,12525,6625,52.894211,60.918613,45.015823,.47240001,.26100001,.204,34.634998,.52710003,.27900001,.373
Barking and Dagenham,3485,6155,2060,5920,2019,BarkingandDagenham,E09000002,12075,5545,45.921326,56.620632,34.797298,.47240001,.26100001,.204,34.634998,.52710003,.27900001,.373
Barking and Dagenham,3950,6405,2110,5010,2020,BarkingandDagenham,E09000002,11415,6060,53.088043,61.67057,42.115768,.47240001,.26100001,.204,34.634998,.52710003,.27900001,.373
Barking and Dagenham,2565,5770,1455,5055,2021,BarkingandDagenham,E09000002,10825,4020,37.136257,44.454071,28.783382,.47240001,.26100001,.204,34.634998,.52710003,.27900001,.373
Barking and Dagenham,2265,4240,1165,3705,2022,BarkingandDagenham,E09000002,7945,3430,43.171806,53.419811,31.443995,.47240001,.26100001,.204,34.634998,.52710003,.27900001,.373
Barking and Dagenham,1315,2575,865,3240,2023,BarkingandDagenham,E09000002,5815,2180,37.48925,51.067963,26.697531,.47240001,.26100001,.204,34.634998,.52710003,.27900001,.373
Barnet,970,2055,3300,5965,2014,Barnet,E09000003,8020,4270,53.241894,47.201946,55.322716,.052299999,.163,-1.074,17.813,.086099997,.177,-.727
Barnet,1285,2445,3520,6010,2015,Barnet,E09000003,8455,4805,56.830276,52.556236,58.56905,.052299999,.163,-1.074,17.813,.086099997,.177,-.727
Barnet5,1125,2145,2755,5070,2016,Barnet,E09000003,7215,3880,53.776855,52.447552,54.339249,.052299999,.163,-1.074,17.813,.086099997,.177,-.727
Barnet,215,1625,625,5515,2017,Barnet,E09000003,7140,840,11.764706,13.230769,11.332729,.052299999,.163,-1.074,17.813,.086099997,.177,-.727
Barnet,1345,2360,2265,6260,2018,Barnet,E09000003,8620,3610,41.879349,56.991524,36.18211,.052299999,.163,-1.074,17.813,.086099997,.177,-.727
Barnet,590,1400,1695,4815,2019,Barnet,E09000003,6215,2285,36.765888,42.142857,35.202492,.052299999,.163,-1.074,17.813,.086099997,.177,-.727
Barnet,625,1440,1345,4425,2020,Barnet,E09000003,5865,1970,33.589088,43.402779,30.395481,.052299999,.163,-1.074,17.813,.086099997,.177,-.727
Barnet,640,1530,1020,4305,2021,Barnet,E09000003,5835,1660,28.449015,41.830067,23.69338,.052299999,.163,-1.074,17.813,.086099997,.177,-.727
Barnet,750,1810,875,4540,2022,Barnet,E09000003,6350,1625,25.590551,41.436462,19.273129,.052299999,.163,-1.074,17.813,.086099997,.177,-.727
Barnet,615,1495,1010,4455,2023,Barnet,E09000003,5950,1625,27.310925,41.137123,22.671156,.052299999,.163,-1.074,17.813,.086099997,.177,-.727
Bexley,535,2360,2815,6455,2014,Bexley,E09000004,8815,3350,38.003403,22.669491,43.609604,.075499997,.109,-.56099999,16.17,.070900001,.122,-.639
Bexley,745,2470,2755,6975,2015,Bexley,E09000004,9445,3500,37.056644,30.161943,39.498207,.075499997,.109,-.56099999,16.17,.070900001,.122,-.639
Bexley,495,2745,2160,6435,2016,Bexley,E09000004,9180,2655,28.921568,18.032787,33.566433,.075499997,.109,-.56099999,16.17,.070900001,.122,-.639
Bexley,355,2400,1285,6075,2017,Bexley,E09000004,8475,1640,19.351032,14.791667,21.152264,.075499997,.109,-.56099999,16.17,.070900001,.122,-.639
Bexley,750,2565,2060,5675,2018,Bexley,E09000004,8240,2810,34.10194,29.239765,36.299561,.075499997,.109,-.56099999,16.17,.070900001,.122,-.639
Bexley,985,2125,2765,6655,2019,Bexley,E09000004,8780,3750,42.710705,46.35294,41.547707,.075499997,.109,-.56099999,16.17,.070900001,.122,-.639
Bexley,700,2710,2560,6285,2020,Bexley,E09000004,8995,3260,36.242355,25.830257,40.731903,.075499997,.109,-.56099999,16.17,.070900001,.122,-.639
